,id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
19483,19483,Ford,F-250 Lariat,2015,122650,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,None reported,Yes,26900
40149,40149,Lexus,RX 350 Base,2016,119850,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,25500
43126,43126,Toyota,GR86 Premium,2023,1075,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,50900
2191,2191,Chevrolet,Silverado 1500 LT,2019,65441,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,54000
24219,24219,Ford,Mustang GT Premium,2011,133504,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,23500
41750,41750,Ford,Explorer Sport Trac XLT,2007,228000,Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,3850
53268,53268,Mercedes-Benz,AMG GT 53 Base,2021,17500,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,42950
17378,17378,Chevrolet,Camaro 2SS,2022,22000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,50000
21349,21349,Mercedes-Benz,S-Class S 560 4MATIC,2020,46000,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,74500
5942,5942,BMW,X5 xDrive35i,2016,89000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,28895
6014,6014,Honda,Outlander SEL,2018,29000,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Beige,None reported,Yes,19000
35494,35494,Lexus,GX 460 Base,2018,73837,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,9-Speed Automatic,White,Black,None reported,Yes,39848
34684,34684,Ford,Mustang GT Premium,2013,101000,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,18800
49910,49910,BMW,M2 Base,2018,38000,Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,79999
782,782,Chevrolet,Camaro 1SS,2021,13600,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,33500
27625,27625,Land,Rover Discovery LSE,1997,227010,Gasoline,182.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,3550
22016,22016,Chevrolet,SSR Base,2003,148740,Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,5800
46350,46350,Mazda,MazdaSpeed Miata MX-5 Base,2004,115359,Gasoline,178.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,8550
21483,21483,Jeep,Wrangler Sahara,2008,54000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,20000
20248,20248,Land,Rover Range Rover Evoque Pure,2016,54423,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,23950
7176,7176,Ford,F-150 Lariat,2017,28000,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,53500
35649,35649,Land,Rover LR3 HSE,2006,100900,Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,12433
13514,13514,Mercedes-Benz,E-Class E 350,2014,80581,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,24700
23832,23832,Ford,Focus SE,2018,53000,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,25500
16457,16457,Chevrolet,Corvette Base,2004,134000,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Beige,None reported,Yes,16500
7595,7595,Mercedes-Benz,E-Class E 350,2014,50750,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,37000
44775,44775,Mercedes-Benz,AMG C 63 Base,2019,33548,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,48990
27026,27026,Ford,Mustang GT Premium,2019,55000,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,38900
35875,35875,Chevrolet,Suburban 2500 LS,2011,87500,Gasoline,325.0HP 8.1L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,20000
43999,43999,INFINITI,QX80 SENSORY,2022,26520,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,48000
8059,8059,Porsche,Cayenne S,2012,76200,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,20000
17750,17750,BMW,M5 Base,2015,56235,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Orange,None reported,Yes,28000
39679,39679,BMW,M3 Base,2002,7800,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Red,None reported,Yes,28750
46409,46409,INFINITI,G37 x,2013,59715,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,23800
29558,29558,Cadillac,Escalade Premium Luxury,2022,13500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,86999
34630,34630,BMW,435 i,2014,86500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,20800
399,399,Nissan,Maxima SV,2012,110000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,At least 1 accident or damage reported,Yes,6000
21421,21421,Honda,Civic EX,2014,82500,Gasoline,143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,None reported,Yes,21900
49830,49830,Ford,F-150 Tremor,2023,14600,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,86999
26590,26590,BMW,M4 Base,2018,29140,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,None reported,Yes,72500
32804,32804,Subaru,WRX Base,2013,48000,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,20900
7386,7386,Mercedes-Benz,G-Class G 550 4MATIC,2018,67100,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,65000
42558,42558,Audi,A5 2.0T Premium Plus,2013,106700,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,22800
22440,22440,BMW,X6 xDrive40i,2019,41000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,36990
46162,46162,Lexus,LX 570 Three-Row,2021,41000,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Orange,None reported,Yes,51999
28405,28405,Jeep,Wrangler Sport,2016,74139,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,27000
37490,37490,Mazda,CX-5 Touring,2018,61000,Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,21800
9463,9463,Volkswagen,Beetle 2.0T Final Edition SE,2019,32000,Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,28000
30415,30415,Honda,CR-V LX,2004,176261,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Blue,Gray,None reported,Yes,3750
2645,2645,RAM,ProMaster 2500 Window Van High Roof,2016,135465,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,21500
9086,9086,Audi,A5 2.0T Premium,2012,132000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,15000
5165,5165,Kia,Sorento SX,2011,171000,Gasoline,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,White,None reported,Yes,10999
23499,23499,Audi,A4 2.0T Premium,2015,98527,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,9995
35639,35639,BMW,X2 xDrive28i,2022,1050,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,55999
23729,23729,Mazda,MX-5 Miata Grand Touring,2013,99982,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,–,At least 1 accident or damage reported,Yes,6900
14163,14163,BMW,X3 xDrive30i,2021,60942,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Glacier Silver Metallic,Black,None reported,Yes,34599
35013,35013,Ford,F-150 XLT,2015,125559,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,16800
34575,34575,Lamborghini,Urus Base,2020,13692,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,185000
9982,9982,Genesis,GV70 3.5T Sport,2022,10200,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,None reported,Yes,85000
44973,44973,Audi,S4 3.0T Premium Plus,2013,91877,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,28000
26684,26684,GMC,Yukon SLT,2016,92031,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,26500
44438,44438,Mercedes-Benz,GLA 250 Base 4MATIC,2021,64500,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,36750
45828,45828,Nissan,GT-R Premium,2017,37800,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,145000
41043,41043,Ford,Expedition Max Limited,2022,30918,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,None reported,Yes,54999
38340,38340,Hyundai,Sonata SE,2018,57690,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,15900
10806,10806,Mercedes-Benz,M-Class ML 350 4MATIC,2015,88000,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,19500
1449,1449,MINI,Cooper S Base,2012,152000,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,10000
15536,15536,Chevrolet,Silverado 1500 LT Extended Cab,2020,53000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,42500
26030,26030,Ford,F-150 Lariat,2019,51335,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,33700
37136,37136,Mercedes-Benz,C-Class C 300 4MATIC,2014,58350,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,25990
7794,7794,Maserati,MC20 Base,2022,51902,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Matte White,Black,None reported,Yes,39995
29219,29219,BMW,335 i xDrive,2011,12900,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,White,None reported,Yes,82500
2711,2711,Ford,F-150 XLT,2021,44460,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,33400
53590,53590,Land,Rover Range Rover P400 SE LWB 7 Seat,2023,4102,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Beige,None reported,Yes,61599
47163,47163,Buick,Enclave Leather,2017,85149,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Summit White,Ebony,At least 1 accident or damage reported,Yes,24999
10175,10175,BMW,528 i xDrive,2015,81400,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,27900
18138,18138,BMW,M3 Base,2001,53600,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,22500
1517,1517,Audi,A7 Premium Plus,2020,35000,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Brown,None reported,Yes,35999
1876,1876,Ford,F-150 XLT SuperCab,2011,87500,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,17550
29696,29696,FIAT,500 Lounge,2013,95816,Gasoline,101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,12000
13408,13408,Dodge,Challenger R/T,2014,78000,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Red,None reported,Yes,22550
8992,8992,INFINITI,QX60 Base,2015,69431,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,–,None reported,Yes,34999
47006,47006,Chevrolet,Camaro 2SS,2022,7800,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,45000
11159,11159,Dodge,Challenger SRT8 392,2016,78000,Gasoline,–,6-Speed M/T,Gray,Red,None reported,Yes,21500
13207,13207,BMW,M4 Base,2016,72277,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,White,None reported,Yes,42950
13109,13109,Nissan,Armada Platinum,2018,118000,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,24000
47694,47694,Toyota,Highlander XLE,2023,20220,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,78000
14435,14435,Mercedes-Benz,Metris Base,2018,58350,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,24000
41633,41633,Jeep,Wrangler Unlimited Sport,2022,13400,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,33499
7285,7285,Mercedes-Benz,AMG GT R,2018,36905,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,27500
40134,40134,Tesla,Model X 75D,2018,94100,Gasoline,518.0HP Electric Motor Electric Fuel System,A/T,Black,Orange,None reported,Yes,45000
16964,16964,Jeep,Commander Sport,2012,162482,E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,At least 1 accident or damage reported,Yes,6500
4299,4299,Cadillac,DTS Luxury II,2008,76000,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,12900
15721,15721,Cadillac,Escalade EXT Base,2009,119000,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,18000
51648,51648,Chevrolet,Silverado 2500 LT H/D Extended Cab,2006,169000,Diesel,360.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,None reported,Yes,28995
31208,31208,Chevrolet,Camaro 2LT,2015,56675,Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,19500
29348,29348,Toyota,Highlander SE,1999,92000,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,9500
22284,22284,Chevrolet,Corvette Stingray w/1LT,2022,4200,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,77500
42653,42653,GMC,Yukon XL SLT,2018,105674,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,36500
27936,27936,Volkswagen,Jetta 1.4T S,2004,107000,Gasoline,150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Gray,None reported,Yes,10950
14272,14272,INFINITI,G37 x,2013,82900,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,20599
38276,38276,RAM,1500 Laramie,2021,16184,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Patriot Blue Pearlcoat,Black,None reported,Yes,25695
31679,31679,Mitsubishi,Lancer GTS,2000,116000,Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,7900
17321,17321,BMW,X6 M Base,2018,44486,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,26950
35230,35230,MINI,Cooper Base,2012,104500,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,4500
53544,53544,Chevrolet,Camaro 1SS,2017,50850,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,37500
7446,7446,Lexus,IS 250 Base,2010,141485,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,11900
33042,33042,Dodge,Challenger SRT8,2015,50000,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,26500
17164,17164,BMW,X5 M Base,2023,816,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Black,None reported,Yes,62479
25711,25711,Ford,Fusion SE,2011,160000,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,5900
45918,45918,Dodge,Ram 3500 Quad Cab DRW,2000,188000,Diesel,–,A/T,Silver,Gray,None reported,Yes,24500
20590,20590,GMC,Sierra 2500 AT4,2020,55000,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Beige,None reported,Yes,37950
44961,44961,Dodge,Durango R/T,2020,52000,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,46900
22359,22359,Audi,A7 55 Premium,2020,27100,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,White,Beige,None reported,Yes,37500
3747,3747,Ford,Expedition Platinum,2022,10500,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,White,None reported,Yes,45900
7732,7732,Cadillac,Escalade ESV Platinum,2015,114500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,28000
18801,18801,Mitsubishi,Eclipse Spyder GS,2001,126000,Gasoline,140.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,–,None reported,Yes,4200
8743,8743,Dodge,Dart SE,2017,143250,Gasoline,160.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,6499
45368,45368,Toyota,Sequoia SR5,2007,138700,Gasoline,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Boulder,At least 1 accident or damage reported,Yes,6880
34026,34026,BMW,750 i xDrive,2020,63549,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Black,None reported,Yes,25925
51077,51077,Nissan,Titan XD S,2017,20220,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,20500
44528,44528,Chevrolet,Camaro 1SS,2017,50750,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,37000
960,960,Mercedes-Benz,E-Class E 350,2014,89148,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Silver,Black,None reported,Yes,17800
20384,20384,Chevrolet,Corvette Stingray w/2LT,2022,9000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,47500
38044,38044,Land,Rover Range Rover Evoque Pure,2020,13700,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,39990
14486,14486,Jeep,Wrangler Rubicon,2009,90000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,15000
17898,17898,Nissan,Xterra Pro-4X,2011,96800,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,13599
3160,3160,Mercedes-Benz,GL-Class GL 450 4MATIC,2019,53500,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,35300
18822,18822,RAM,2500 Laramie,2017,134000,Gasoline,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,White,–,At least 1 accident or damage reported,Yes,18200
26483,26483,Mercedes-Benz,CLA-Class CLA 250,2014,76170,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,16500
24585,24585,Toyota,Highlander Hybrid Limited Platinum,2014,76000,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Silver,Black,None reported,Yes,21000
48252,48252,Hyundai,Genesis 4.6,2008,100000,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,10500
31369,31369,BMW,X5 xDrive50i,2008,140000,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,4900
37999,37999,Lexus,GX 460 Premium,2017,116300,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,31950
16933,16933,Genesis,G70 3.3T Advanced,2017,48000,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,29999
25604,25604,Genesis,G90 5.0 Ultimate,2015,62950,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,26999
9139,9139,Porsche,911 Carrera 4S,2022,12758,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,134999
16064,16064,INFINITI,QX60 Base,2016,149800,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,16500
24104,24104,Land,Rover Range Rover Evoque Pure,2016,84000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,21495
9546,9546,BMW,M440 i xDrive,2022,2220,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Green,Black,None reported,Yes,87150
22062,22062,Audi,SQ5 3.0T Premium Plus,2018,26500,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,38000
53533,53533,Ford,Ranger XLT SuperCab,2002,64500,Gasoline,207.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,15000
21360,21360,Mercedes-Benz,SL-Class SL500 Roadster,2004,26190,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,20000
28549,28549,BMW,430 i,2022,16900,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,51900
28033,28033,Ford,Expedition Limited,2022,30301,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Gray,Medium Stone,None reported,Yes,51999
3668,3668,INFINITI,Q70 3.7,2016,70312,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,35500
32911,32911,Porsche,Boxster S,2005,151896,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,19000
53755,53755,Ford,F-250 Lariat,2018,85000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,Black,Black,None reported,Yes,45770
44909,44909,Maserati,Ghibli S Q4,2014,25786,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,29500
53870,53870,Audi,S4 3.0T Premium Plus,2017,36000,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,29950
46793,46793,Cadillac,Escalade EXT Base,2007,153600,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,20000
